DATE,COUNTRY,REVENUE_NET_USD_TOTAL,AD_COST_USD_CRITEO_PROSPECTING,AD_COST_USD_CRITEO_REMARKETING,AD_COST_USD_EMAIL,AD_COST_USD_FACEBOOK_ASC,AD_COST_USD_FACEBOOK_PROSP,AD_COST_USD_FACEBOOK_REMARKETING,AD_COST_USD_FACEBOOK_RETENTION,AD_COST_USD_GOOGLE_REMARKETING,AD_COST_USD_PAID_DISPLAY,AD_COST_USD_SEARCH_BRAND,AD_COST_USD_SEARCH_NON_BRAND,AD_COST_USD_SEARCH_PMAX,AD_COST_USD_SEARCH_SHOPPING,AD_IMPRESSIONS_CRITEO_PROSPECTING,AD_IMPRESSIONS_CRITEO_REMARKETING,EMAIL_OPEN,AD_IMPRESSIONS_FACEBOOK_ASC,AD_IMPRESSIONS_FACEBOOK_PROSP,AD_CLICKS_FACEBOOK_REMARKETING,AD_CLICKS_FACEBOOK_RETENTION,AD_CLICKS_GOOGLE_REMARKETING,AD_CLICKS_SEARCH_BRAND,AD_IMPRESSIONS_SEARCH_NON_BRAND,AD_IMPRESSIONS_SEARCH_PMAX,AD_IMPRESSIONS_SEARCH_SHOPPING,SESSIONS_ORGANIC
2024-02-22,US,623380,1448,4284,1592,651,0,0,0,0,0,13306,50444,2902,29240,796452,776462,498631,65621,0,0,0,0,1338,102206,123624,1006856,4004
2024-02-23,US,518374,711,2133,1316,1282,0,0,0,0,0,9886,43798,1147,23770,406980,365440,488091,124742,0,0,0,0,1258,90188,52305,870824,3440
2024-02-24,US,85050,620,1691,464,647,0,0,0,0,0,3416,24464,0,16192,354551,224001,133119,72881,0,0,0,0,738,69658,0,719554,1526
2024-02-25,US,66569,646,1848,183,691,0,0,0,0,0,3166,21112,0,17726,406329,231576,94129,71407,0,0,0,0,724,69444,0,725814,1596
2024-02-26,US,500452,844,4562,1428,671,0,0,0,0,0,12478,43504,2556,29842,467375,761152,460983,61225,0,0,0,0,1408,94342,119600,981860,4274
2024-02-27,US,608019,1688,3976,2030,0,0,0,0,0,0,12700,51142,3148,31236,934898,750702,488230,0,0,0,0,0,1674,119720,139738,1021078,3822
2024-02-28,US,634425,780,4258,1612,0,0,0,0,0,0,14032,51132,1525,33724,391333,797218,506369,0,0,0,0,0,1808,119222,62944,1194386,4008
2024-02-29,US,631446,1654,4456,1592,735,0,0,0,0,0,12848,44438,1123,34526,717346,817808,492700,63297,0,0,0,0,1598,110744,51839,1205974,3804
2024-03-01,US,504587,1558,3810,1474,733,0,0,0,0,0,10528,33970,1429,28026,700418,658194,477693,71992,0,0,0,0,1386,92896,59215,1014868,3352
2024-03-02,US,91572,1430,1510,456,0,0,0,0,0,0,3590,19626,1489,24482,597728,193746,121791,0,0,0,0,0,680,77130,62685,1035014,1398
2024-03-03,US,84138,712,3372,360,0,0,0,0,0,0,3622,22298,2968,23684,316320,374326,85171,0,0,0,0,0,710,70704,144250,1000568,1440
2024-03-04,US,540036,843,2236,1654,0,0,0,0,0,0,11944,46218,2592,43252,344947,400270,441099,0,0,0,0,0,1696,106572,104726,1351788,3460
2024-03-05,US,647034,601,5346,1506,0,0,0,0,0,0,14356,54234,1042,47410,235252,1186442,479614,0,0,0,0,0,1758,115570,39418,1345194,3598
2024-03-06,US,580864,1364,3224,1358,736,0,0,0,0,0,13194,55156,1121,45976,599670,822738,488195,63166,0,0,0,0,1760,124490,46107,1348590,6064
2024-03-07,US,647084,1348,1671,1824,1456,0,0,0,0,0,13964,51558,850,41052,554602,411164,488109,132272,0,0,0,0,1836,119878,36928,1183080,5788
2024-09-05,US,721898,328,4132,3800,764,6948,0,0,0,0,13002,59022,1114,34774,82573,706224,391985,29183,387770,0,0,0,1560,185058,50121,912964,4070
2024-09-06,US,568643,332,3770,2178,0,6700,0,0,0,0,10328,44676,0,35926,82242,584592,399509,0,379636,0,0,0,1272,119086,0,998010,3186
2024-09-07,US,116611,150,1193,810,734,7048,0,0,0,0,3768,23232,758,20328,31877,101707,99231,26345,422978,0,0,0,748,91544,56102,802078,1790
2024-09-08,US,77453,0,1178,306,797,7580,0,0,0,0,2686,21678,1024,22768,0,123784,67767,34782,480734,0,0,0,480,89906,58989,903372,1840
2024-09-09,US,661173,1134,4150,2266,1586,7354,0,0,0,0,12770,57768,1455,56414,268682,734404,429671,62052,457000,0,0,0,1388,143588,60981,1396464,3880
2024-09-10,US,706643,1650,3992,2618,1640,7776,0,0,0,0,11148,60248,828,33876,433806,683108,424812,61086,471548,0,0,0,1560,145512,27735,963946,4068
2024-09-11,US,730924,1782,4172,2070,0,7692,0,0,0,0,12840,54878,2354,55242,451812,617930,431175,0,479348,0,0,0,1906,134982,103074,1639114,3870
2024-09-12,US,660198,904,4228,3800,0,7544,0,0,0,0,12720,55976,1049,44108,217839,610036,425236,0,457276,0,0,0,1422,131380,48487,1409604,3904
2024-09-13,US,568673,1794,3718,2178,0,7154,0,0,0,0,10462,45170,968,38504,413342,496726,404187,0,422782,0,0,0,1166,121986,47326,1247238,3494
2024-09-14,US,100720,0,2670,810,730,7008,0,0,0,0,3776,22280,819,22996,0,229504,97752,21386,371950,0,0,0,526,97686,41355,966214,1818
2024-09-15,US,72369,314,1405,612,0,7578,0,0,0,0,3600,21220,1958,21400,61466,142785,70159,0,427892,0,0,0,856,101232,92324,930840,1916
2024-09-16,US,619873,1846,4386,2266,1528,7284,0,0,0,0,12216,54660,2452,37648,415672,738364,386118,51588,397588,0,0,0,1496,135114,114236,1028966,3740
2024-09-17,US,680444,0,3332,2618,0,9860,0,0,0,0,14642,55370,1109,36712,0,569324,403674,0,516842,0,0,0,1704,138236,53786,1081878,3890
2024-09-18,US,787227,562,3650,2070,0,11636,0,0,0,0,13688,52340,1178,42784,135505,515216,404512,0,614312,0,0,0,1484,129202,51871,1253426,3986
2024-09-19,US,743328,0,4022,3800,0,11384,0,0,0,0,14102,55076,951,32010,0,540336,418957,0,583720,0,0,0,1364,125276,38522,1006312,3730
2024-09-20,US,650364,415,1811,2178,0,11336,0,0,0,0,8938,40476,1998,36440,94351,237292,411538,0,667306,0,0,0,1004,105930,71940,1173130,3026
2024-09-21,US,101713,156,2554,810,0,11652,0,0,0,0,3722,19562,721,21126,30531,204418,100254,0,658948,0,0,0,646,82506,25497,832044,1634
2024-09-22,US,79548,166,1515,612,0,12410,0,0,0,0,1868,19954,787,21612,29326,122814,69988,0,655866,0,0,0,429,85612,34169,840094,1902
2024-09-23,US,631193,1036,2179,2266,0,11750,0,0,0,0,13836,49476,0,41348,219466,343483,241,0,682848,0,0,0,2026,128214,0,1206400,3674
2024-09-24,US,747193,519,2060,2618,0,12112,0,0,0,0,12450,50206,1003,55538,109779,368335,422902,0,664018,0,0,0,1452,133424,38078,1534638,3798
2024-09-25,US,788784,1012,4274,2070,1552,11898,0,0,0,0,15098,49766,1062,56000,227780,671924,428932,64704,668638,0,0,0,1846,129290,36152,1415946,3808
2024-09-26,US,696193,706,1782,3800,0,11668,0,0,0,0,13358,51578,1816,47366,168260,244479,423612,0,680058,0,0,0,1806,134612,76676,1220742,3846
2024-09-27,US,556207,1200,1552,2178,0,11342,0,0,0,0,10480,39840,1996,36720,265008,193520,404101,0,613748,0,0,0,1180,116434,67444,1009694,3098
2024-09-28,US,122924,260,1054,810,0,11162,0,0,0,0,3802,21176,840,19704,49700,95627,250678,0,587448,0,0,0,572,84820,35059,820360,1750
2024-09-29,US,102137,269,2162,612,0,12008,0,0,0,0,3062,20436,736,19300,51795,203066,97498,0,616560,0,0,0,438,83196,38073,808940,1790
2024-09-30,US,694204,905,2090,2266,674,11210,0,0,0,0,10348,47962,1876,35824,197496,413836,532148,23718,621022,0,0,0,1198,125318,78306,1226686,3346
2024-10-01,US,777877,866,2976,2840,0,13050,0,0,0,0,10212,50738,1068,45160,219102,619562,503148,0,777320,0,0,0,1466,122734,50439,1380930,3660
2024-10-02,US,666392,391,1633,1930,0,12868,0,0,0,0,10790,50732,2204,45810,106965,317635,442420,0,656686,0,0,0,1480,120888,82668,1380324,3538
2024-10-03,US,782585,682,3812,3232,0,12504,0,0,0,0,10270,48590,2290,48124,172484,703782,430160,0,605108,0,0,0,1370,120670,76934,1385288,3402
2024-10-04,US,571366,736,3354,2054,0,12090,0,0,0,0,8278,40734,936,39656,189048,605814,415595,0,633106,0,0,0,1076,103258,41000,1142650,3058
2024-10-05,US,129256,150,2288,706,796,12484,0,0,0,0,2864,21052,787,25160,32130,247826,260528,25701,659596,0,0,0,454,83464,33864,879278,1492
2024-10-06,US,88273,198,1185,686,0,13194,0,0,0,0,2564,22598,648,24504,44012,123095,105154,0,698832,0,0,0,396,90490,39903,976360,1680
2024-10-07,US,641487,0,4114,2420,0,14108,0,0,0,0,9868,47832,2006,39790,0,879296,413203,0,764856,0,0,0,1316,126428,103670,1394060,3224
2024-10-08,US,799013,750,3262,2840,0,15130,0,0,0,0,10148,53204,2072,36638,196196,518518,433127,0,753976,0,0,0,1360,129638,74818,1238584,3488
2024-10-09,US,751359,1584,3194,1930,0,14946,0,0,0,0,10436,45444,1116,48590,433286,562602,431715,0,778468,0,0,0,1412,119076,40743,1326790,3180
2024-10-10,US,593669,1490,2942,3232,0,13984,0,0,0,0,11174,48730,1035,44730,387408,572638,466973,0,739184,0,0,0,1396,120292,44473,1421076,3274
2025-05-16,US,412612,0,3034,2170,0,80,162,0,0,0,6426,19018,0,20092,0,855686,454233,0,3800,150,0,0,882,65938,0,652364,2394
2025-05-17,US,77660,0,1422,540,0,80,85,0,0,0,2866,10448,0,12412,0,334600,264898,0,4162,99,0,0,474,50484,0,471768,1500
2025-05-18,US,63007,0,1340,444,0,84,91,0,0,0,2400,10562,1828,15180,0,340594,255239,0,4360,97,0,0,390,51104,53792,524208,1596
2025-05-19,US,484688,0,4518,2326,0,72,88,0,0,0,8736,28976,1149,20820,0,1345032,399997,0,3462,83,0,0,1100,87220,39151,719494,2744
2025-05-20,US,522529,0,4332,2498,0,82,83,0,0,0,8694,30278,1860,22458,0,1242436,551230,0,3882,85,0,0,1126,87852,52210,764634,3016
2025-05-21,US,522250,0,2247,2110,0,82,83,0,0,0,8680,26706,1022,22168,0,614754,498599,0,3594,83,0,0,1238,75072,35397,698816,3122
2025-05-22,US,500656,0,2296,2754,0,82,80,0,0,0,8478,21410,2102,20552,0,602406,477708,0,3804,69,0,0,1142,75534,64810,683076,2688
2025-05-23,US,368969,0,3838,2170,0,84,0,0,0,0,7458,19194,991,15978,0,976662,462934,0,3596,0,0,0,972,67568,35867,607128,2368
2025-05-24,US,78153,0,1734,540,0,78,88,0,0,0,3078,8684,1676,10812,0,369346,266229,0,3790,89,0,0,476,46168,61640,415728,1386
2025-05-25,US,37549,0,783,444,0,82,0,0,0,0,2802,7504,916,10790,0,163814,250964,0,3576,0,0,0,402,44706,30106,416958,1358
2025-05-26,US,81413,0,1946,1602,0,102,0,0,0,0,2806,8558,690,7088,0,479114,273013,0,5916,0,0,0,458,42370,19162,364316,1668
2025-05-27,US,446924,0,5714,2498,0,126,0,0,0,0,8350,22660,1421,21506,0,1643334,498966,0,7614,0,0,0,1110,75410,42200,654310,2752
2025-05-28,US,480869,0,5440,2110,0,126,0,0,0,0,9266,24918,1387,19476,0,1542862,485031,0,6888,0,0,0,1124,72326,48905,739286,2954
2025-05-29,US,513273,0,2333,2754,0,120,65,0,0,0,6368,24222,2124,20802,0,673275,461199,0,6942,77,0,0,1032,68828,82134,732534,2868
2025-05-30,US,446684,0,4356,2170,0,114,68,0,0,0,4852,16972,1014,16720,0,1285234,466469,0,7506,70,0,0,808,55964,35199,646994,2350
2025-05-31,US,79733,0,2142,540,0,110,0,0,0,0,2684,9108,736,9572,0,499800,269193,0,6450,0,0,0,502,40202,25228,386648,1364
2025-06-01,US,72428,0,1664,460,0,136,73,0,0,0,1958,7766,531,12548,0,390796,223710,0,5762,85,0,0,460,38680,17129,446346,1460
2025-06-02,US,468272,0,2418,2536,0,63,72,0,0,0,4856,20984,577,15710,0,713920,476685,0,2978,89,0,0,864,63728,18554,646940,2554
2025-06-03,US,498141,0,5508,3412,0,160,68,0,0,0,6242,22678,1398,19942,0,1586976,484571,0,7542,100,0,0,1038,66386,48564,602468,2572
2025-06-04,US,530460,0,2258,1942,0,126,134,0,0,0,5888,20134,1878,19504,0,651418,478713,0,6912,126,0,0,1030,63488,58844,577990,2824
2025-06-05,US,555163,0,4140,2512,0,256,132,0,0,0,5810,20440,904,21200,0,1111028,471388,0,13994,130,0,0,1024,56244,29312,693224,2718
2025-06-06,US,434784,0,3504,2132,0,286,0,0,0,0,4756,13136,1514,16802,0,910304,455607,0,17032,0,0,0,874,47660,99896,618922,2220
2025-06-07,US,76345,0,1680,282,0,172,69,0,0,0,1526,8090,510,10552,0,356774,262700,0,9378,78,0,0,378,31896,29725,406808,1332
2025-06-08,US,71248,0,1422,460,0,204,73,0,0,0,794,7940,899,9966,0,302158,260954,0,9392,113,0,0,187,33280,39270,394988,1402
2025-06-09,US,498215,0,4216,2536,0,172,72,0,0,0,5706,19374,1310,22044,0,1174988,490294,0,8350,69,0,0,1032,58478,54668,694850,2734
2025-06-10,US,532630,0,4422,3412,0,198,67,0,0,0,5970,22056,2736,22162,0,1298984,490438,0,9108,96,0,0,1102,66742,102472,658960,2910
2025-06-11,US,533948,0,4554,1942,0,192,68,0,0,0,6402,25622,0,21188,0,1170810,462080,0,14422,62,0,0,1112,69904,0,609978,2612
2025-06-12,US,468988,0,4808,2512,0,176,138,0,0,0,6624,21912,1024,18832,0,1159676,463886,0,10638,116,0,0,1116,61006,30865,592188,2544
2025-06-13,US,387444,0,4744,2132,0,192,0,0,0,0,4678,18532,0,15136,0,1055258,459881,0,8094,0,0,0,848,52204,0,563872,2262
2025-06-14,US,73929,0,2724,282,0,178,0,0,0,0,1862,7014,488,9392,0,523688,258422,0,6514,0,0,0,418,30578,13435,386142,1134
2025-06-15,US,44116,0,1063,460,0,186,72,0,0,0,1332,6806,361,4686,0,216789,252518,0,6794,84,0,0,348,25756,12987,175186,1216
2025-06-16,US,445927,0,6380,2536,0,182,76,0,0,0,5356,19678,0,19208,0,1655018,485272,0,7376,77,0,0,964,49614,0,544460,2424
2025-06-17,US,471266,0,6524,3412,0,156,68,0,0,0,6566,23116,1373,20860,0,1693502,469260,0,7544,96,0,0,1190,54140,48904,613094,2510
2025-06-18,US,461860,0,6224,1942,0,162,70,0,0,0,5642,24624,1330,18494,0,1641764,462489,0,8558,82,0,0,1014,55952,52908,644598,2480
2025-06-19,US,420457,0,4400,2512,0,138,66,0,0,0,5054,19140,483,15106,0,1066322,463954,0,5830,74,0,0,880,43992,16673,552026,2238
2025-06-20,US,378912,0,4058,2132,0,120,65,0,0,0,4840,14002,523,13408,0,913260,448141,0,5134,73,0,0,856,37922,21812,485286,1944
2025-04-10,US,687665,0,4426,2534,0,2800,196,0,0,0,8688,55158,905,74026,0,1251918,448596,0,179000,170,0,0,1412,109728,29384,2063360,3514
2025-04-11,US,671542,0,4086,1942,0,2568,106,0,0,0,8424,34784,795,52036,0,1132468,590338,0,159400,88,0,0,1216,72078,27475,1651236,3178
2025-04-12,US,141027,0,2016,542,0,2220,226,0,0,0,3400,10054,0,22436,0,476354,301718,0,112926,258,0,0,602,31586,0,847094,1490
2025-04-13,US,94469,0,954,496,0,1994,232,0,0,0,2752,11858,0,20542,0,221083,267398,0,104436,302,0,0,598,34772,0,736644,1666
2025-04-14,US,546954,0,6126,2278,0,1718,114,0,0,0,8894,38148,0,44562,0,1762000,484209,0,104558,94,0,0,1348,83184,0,1257012,3310
2025-04-15,US,627339,0,6326,2256,0,1644,110,0,0,0,10084,30386,2436,45228,0,1822544,466468,0,101018,128,0,0,1492,61766,75948,1167754,3634
2025-04-16,US,596840,0,5712,2730,0,2064,111,0,0,0,9484,29700,2882,43668,0,1669420,465828,0,116112,110,0,0,1400,59408,82270,1144842,3616
2025-04-17,US,588853,0,5958,2534,0,2088,224,0,0,0,9292,29938,2114,40640,0,1714156,445163,0,113094,264,0,0,1370,58984,68182,1210224,3350
2025-04-18,US,447011,0,4512,1942,0,2282,226,0,0,0,5976,24924,1768,27250,0,1195472,432580,0,110812,254,0,0,948,51830,62438,925422,2360
2025-04-19,US,64962,0,2550,542,0,2136,0,0,0,0,3366,9572,0,9682,0,628522,265239,0,97552,0,0,0,552,31180,0,486570,1280
2025-04-20,US,45286,0,1778,496,0,2078,119,0,0,0,2056,7556,0,11674,0,443446,93564,0,97348,127,0,0,356,27516,0,424622,1338
2025-04-21,US,537116,0,6660,2278,0,1908,120,0,0,0,3452,5494,0,2468,0,1965770,450520,0,97366,105,0,0,570,27758,0,373736,2982
2025-04-22,US,617507,0,4506,2256,0,1492,116,0,0,0,10360,35642,0,53864,0,1507652,463575,0,82640,129,0,0,1390,77606,0,1274362,3236
2025-04-23,US,630691,0,4446,2730,0,1110,111,0,0,0,9208,34302,2392,43792,0,1502656,456805,0,51568,102,0,0,1350,73112,57536,1122014,3422
2025-04-24,US,564097,0,4258,2534,0,1448,0,0,0,0,10000,30136,0,37200,0,1327372,439766,0,78122,0,0,0,1296,67688,0,1017934,3192
2025-04-25,US,524112,0,3408,1942,0,1600,114,0,0,0,8044,24152,854,36506,0,1032924,446189,0,79842,95,0,0,1274,62868,23215,950448,2768
2025-04-26,US,91660,0,2292,542,0,1194,114,0,0,0,3830,12584,525,20924,0,587550,263910,0,45636,123,0,0,632,43356,18077,673738,1470
2025-04-27,US,84080,0,913,496,0,1162,124,0,0,0,3572,14412,0,21432,0,240099,247989,0,43106,143,0,0,588,45918,0,675804,1578
2025-04-28,US,537511,0,2966,2278,0,916,238,0,0,0,9840,29214,907,38316,0,924361,483473,0,37324,240,0,0,1362,73350,27386,1185672,3062
2025-04-29,US,587289,0,6108,2256,0,714,116,0,0,0,9742,34402,1005,38438,0,1905776,460839,0,26784,112,0,0,1398,79816,29794,1174052,3202
2025-04-30,US,603785,0,6452,2730,0,804,224,0,0,0,9502,33014,2094,39348,0,1959470,368195,0,29294,164,0,0,1342,80114,57050,1235900,3310
2025-05-01,US,630838,0,6402,2754,0,790,0,0,0,0,10458,34106,1226,39042,0,1740284,665039,0,29976,0,0,0,1428,78974,31551,1248012,3168
2025-05-02,US,407402,0,5146,2170,0,346,222,0,0,0,8302,22638,0,27652,0,1397794,477911,0,11830,206,0,0,1116,65438,0,781372,2492
2025-05-03,US,85798,0,2602,540,0,36,112,0,0,0,1286,3310,0,908,0,577352,268703,0,1270,137,0,0,262,14042,0,104490,1508
2025-05-04,US,74595,0,2036,444,0,42,120,0,0,0,3508,16026,0,20952,0,455292,176476,0,844,122,0,0,546,59428,0,742736,1886
2025-05-05,US,502317,0,5704,2326,0,70,0,0,0,0,9918,31110,2216,33014,0,1594800,476593,0,1812,0,0,0,1324,80660,57112,1009288,2962
2025-05-06,US,619928,0,6030,2498,0,76,0,0,0,0,10762,30832,1265,32424,0,1750324,484259,0,2406,0,0,0,1394,72264,30461,903012,3130
2025-05-07,US,552367,0,5560,2110,0,60,0,0,0,0,8806,29606,1656,30864,0,1475688,480791,0,2140,0,0,0,1162,73104,50358,941030,3068
2025-05-08,US,520533,0,2676,2754,0,40,84,0,0,0,8442,27276,1015,26284,0,748898,469719,0,1842,113,0,0,1240,72080,37037,859058,2888
2025-05-09,US,407539,0,2170,2170,0,42,86,0,0,0,6516,24776,2240,21198,0,614783,457009,0,1510,75,0,0,918,66952,65872,710084,2440
2025-05-10,US,72448,0,913,540,0,34,0,0,0,0,2326,12338,495,12544,0,220542,266922,0,1400,0,0,0,426,48286,20873,496858,1368
2025-05-11,US,45426,0,1416,444,0,42,0,0,0,0,2052,11038,418,9926,0,345778,257315,0,1942,0,0,0,358,45632,17588,463722,1410
2025-05-12,US,451450,0,4496,2326,0,36,91,0,0,0,8458,33350,1546,21506,0,1342576,498624,0,1712,69,0,0,1148,83236,52578,806712,2656
2025-05-13,US,502326,0,4696,2498,0,42,84,0,0,0,8806,28600,1265,24052,0,1389736,488061,0,2232,75,0,0,1198,74714,34599,712358,2934
2025-05-14,US,521629,0,4378,2110,0,40,81,0,0,0,8950,27426,0,15466,0,1294830,479159,0,2280,71,0,0,1216,74196,0,481894,2870
2025-05-15,US,529031,0,3956,2754,0,68,164,0,0,0,8346,26646,482,22074,0,1113054,381485,0,3370,160,0,0,1134,78112,21463,701580,2844
2024-05-19,US,50382,366,2654,342,673,2260,0,960,0,0,2912,18944,0,17036,97906,219908,50924,29214,106140,0,571,0,502,87440,0,750230,2168
2024-05-20,US,490630,1256,4284,1292,1400,2296,0,0,0,0,12784,44896,0,32666,415714,656694,364677,68622,122526,0,0,0,1410,126362,0,1065500,4424
2024-05-21,US,661830,1252,2117,1788,1344,2266,0,0,0,0,13788,46980,2060,41718,361392,329640,378602,64142,126768,0,0,0,1498,127884,80592,1245180,4236
2024-05-22,US,629718,1228,3484,1414,1334,2240,0,0,0,0,13938,49824,1756,40008,357746,521614,376018,55962,133988,0,0,0,1512,123518,91922,1230820,4356
2024-05-23,US,549147,974,2072,1736,665,2178,0,0,0,0,10422,43228,1049,32542,284522,288741,372552,28151,124580,0,0,0,1382,104182,47034,1194778,4402
2024-05-24,US,440547,1176,3854,1256,1334,2244,0,0,0,0,8170,36154,927,27130,302664,527144,349800,62286,133196,0,0,0,1080,99852,43896,1060484,3276
2024-05-25,US,70367,0,1442,428,680,2256,0,0,0,0,2240,18070,997,19192,0,142374,75981,26882,110322,0,0,0,540,79202,51353,904702,953
2024-05-26,US,52317,0,3012,342,0,2348,0,0,0,0,2190,18082,0,21114,0,260122,46256,0,119620,0,0,0,472,78016,0,900582,2044
2024-05-27,US,98150,627,1614,678,1374,2316,0,0,0,0,3866,21680,1004,29274,132702,128132,300849,54928,118024,0,0,0,642,88250,44613,1120508,2514
2024-05-28,US,487685,626,561,1788,661,2170,0,0,0,0,12802,46876,1910,49040,151482,80105,410371,29683,108302,0,0,0,1400,121804,72998,1590910,4060
2024-05-29,US,542775,0,553,1414,666,2124,0,0,0,0,11126,47176,0,44292,0,105629,378176,30081,99852,0,0,0,1432,117144,0,1363176,4126
2024-05-30,US,504059,2,555,1736,650,2192,0,0,0,0,9522,49982,920,36568,228,108695,372968,29078,113796,0,0,0,1340,118518,53517,1240938,4212
2024-05-31,US,442150,0,555,1256,0,2230,0,0,0,0,7806,35822,1658,27644,0,99962,362977,0,120490,0,0,0,1104,102916,87244,1100372,3768
2024-06-01,US,83695,0,859,378,1334,2248,0,0,0,0,1342,21682,0,17926,0,148375,75830,58074,133224,0,0,0,266,76862,0,878512,1918
2024-06-02,US,60524,0,1146,350,0,2350,0,0,0,0,4254,22612,851,19562,0,189165,52420,0,140462,0,0,0,560,85936,50723,877556,2156
2024-06-03,US,445581,0,4214,1386,1322,2262,0,0,0,0,11530,52976,1916,35038,0,868580,353713,58114,134142,0,0,0,1324,129864,119636,1139072,4094
2024-06-04,US,560131,389,4198,1476,654,2222,0,0,0,0,12638,49268,1130,36250,125953,910188,371853,30533,134214,0,0,0,1404,126284,55866,1153152,4388
2024-06-05,US,535640,1242,1779,1332,1292,2172,0,0,0,0,9842,44016,1027,27440,380044,374424,372486,59868,133618,0,0,0,1390,111650,59721,1112430,4352
2024-06-06,US,497198,540,3750,2850,1330,1972,0,0,0,0,9034,46672,923,29284,161777,760072,367181,64506,116238,0,0,0,1266,103078,53717,1121740,4034
2024-06-07,US,465134,850,1934,1276,643,2180,689,0,0,0,7534,36656,1024,25124,225992,377931,351996,25947,114840,877,0,0,1078,91410,53529,896962,3442
2024-06-08,US,91644,0,964,378,658,2204,690,0,0,0,3296,19760,1782,16784,0,164526,78223,28284,121492,1226,0,0,564,68006,82902,751922,1822
2024-06-09,US,60478,0,2532,350,671,2294,421,0,0,0,2470,17874,1748,19870,0,457288,48888,28937,137548,876,0,0,492,69468,103432,804958,2176
2024-06-10,US,512705,628,3164,1386,667,2294,0,0,0,0,9870,48808,1808,30832,156696,629010,351061,30826,139620,0,0,0,1292,114798,141168,888640,4104
2024-06-11,US,545562,454,909,1476,629,2230,301,0,0,0,11066,49402,1083,29012,120766,204003,364002,28834,131418,270,0,0,1328,116976,72424,946180,4696
2024-06-12,US,527717,900,2064,1332,640,2156,0,0,0,0,10334,48328,0,30072,250186,406334,359843,34321,131182,0,0,0,1354,110264,0,930166,4034
2024-06-13,US,552896,585,2154,2850,1234,2028,296,0,0,0,8848,44430,1948,26742,154071,399118,,72908,127870,258,0,0,1304,106564,165852,911942,3782
2024-06-14,US,448584,372,1200,1276,599,2008,0,0,0,0,6950,39614,0,21328,96288,208590,338725,33973,123946,0,0,0,1006,101752,0,709796,3322
2024-06-15,US,70582,186,791,378,1264,2152,294,0,0,0,2850,21234,975,14760,48166,94746,69865,65180,122392,405,0,0,466,75412,101380,583910,1680
2024-06-16,US,38247,0,1708,258,1304,2246,317,0,0,0,1926,17562,972,12766,0,221326,44910,72616,139094,592,0,0,406,67082,120116,528964,1824
2024-06-17,US,417539,1258,3180,1386,1242,1084,0,0,0,0,9688,45842,2734,29666,314652,613840,338462,69208,70163,0,0,0,1144,117002,255252,836864,3768
2024-06-18,US,481431,1162,2856,1476,293,1830,289,0,0,0,10132,47080,1248,23876,305574,543658,353455,11930,108090,222,0,0,1336,108894,134096,525756,3894
2024-06-19,US,413095,431,3026,1332,0,1820,0,0,0,0,10880,41266,2028,18552,118651,572486,349016,0,106886,0,0,0,1180,97182,205430,390176,3808
2024-06-20,US,451170,0,3210,2850,0,1636,0,0,0,0,10966,41612,2246,17864,0,532100,156,0,105648,0,0,0,1114,99726,250180,373094,3864
2024-06-21,US,435466,613,2566,1276,0,1742,0,0,0,0,6534,31108,876,16014,173066,339362,364387,0,112258,0,0,0,924,83356,60453,339394,3172
2024-06-22,US,76328,0,1866,378,0,891,0,0,0,0,3812,18612,813,9578,0,156962,208420,0,55286,0,0,0,496,65650,63845,277386,1774
2024-06-23,US,50509,148,1986,350,14,1882,212,0,0,0,4526,18064,0,10810,50543,192456,207366,349,114324,408,0,0,496,68786,0,302706,1856
2023-03-11,US,107885,1736,1328,334,0,271,0,0,0,0,5034,31988,0,28064,378000,294284,44523,0,26901,0,0,0,1188,323040,0,1513678,3834
2023-03-12,US,89683,2052,3440,252,0,304,0,0,0,0,4402,32544,0,25282,475504,729046,30396,0,30034,0,0,0,982,308574,0,1429738,3820
2023-03-13,US,626406,3416,5388,1540,0,289,0,0,0,0,20384,67042,0,53608,932242,1161396,204155,0,31062,0,0,0,2670,646870,0,2159732,6870
2023-03-14,US,672190,3278,5766,1262,0,558,0,0,0,0,22094,70356,0,68650,854952,1272922,216548,0,59720,0,0,0,3476,593912,0,2662050,9814
2023-03-15,US,616892,2814,4344,1568,0,273,0,0,0,0,18454,67840,0,65432,689978,993998,219001,0,28567,0,0,0,2562,645218,0,2335996,7100
2023-03-16,US,614126,2598,4476,1590,0,0,0,0,0,0,18550,58586,0,70606,603816,1001312,218226,0,0,0,0,0,2444,639192,0,2317686,11310
2023-03-17,US,522026,2382,3870,1494,0,271,0,0,0,0,13804,35510,0,53076,486534,901270,211499,0,33154,0,0,0,2162,586540,0,2134924,5940
2023-03-18,US,121613,879,2830,334,0,272,0,0,0,0,3202,21498,0,33788,171316,611016,,0,31920,0,0,0,874,306214,0,1709978,5904
2023-03-19,US,95012,2224,3744,252,0,602,0,0,0,0,3652,21568,0,33804,484538,755290,52,0,67860,0,0,0,930,289122,0,1728866,4022
2023-03-20,US,642723,3164,5106,1540,0,286,0,0,0,0,19920,45610,0,61460,710476,1055528,203883,0,32846,0,0,0,2710,641388,0,2513474,7328
2023-03-21,US,735913,2924,5354,1262,0,281,0,0,0,0,19982,54534,0,70312,642730,1203290,218663,0,30738,0,0,0,2814,642234,0,2439256,7438
