DATE,COUNTRY,REVENUE_NET_USD_TOTAL,AD_COST_USD_PAID_DISPLAY,AD_COST_USD_EMAIL,AD_COST_USD_PAID_SOCIAL,AD_COST_USD_SEARCH_BRAND,AD_COST_USD_SEARCH_NON_BRAND,AD_COST_USD_SEARCH_SHOPPING,AD_IMPRESSIONS_PAID_DISPLAY,REVENUE_NET_USD_PAID_DISPLAY,REVENUE_NET_USD_EMAIL,REVENUE_NET__USD_PAID_SOCIAL,REVENUE_NET_USD_SEARCH_BRAND,REVENUE_NET_USD_SEARCH_NON_BRAND,REVENUE_NET_USD_SEARCH_SHOPPING
2025-03-13,US,613508,3970,3966,2322,10234,40110,56232,1198142,904,63419,2656,24138,30895,23435
2025-03-14,US,518187,3426,1830,2276,8900,31226,42172,1071016,7821,49364,3291,17341,18839,18626
2025-03-15,US,93618,1804,804,2226,2013,12822,20904,473590,1763,19418,3255,3905,9003,6915
2025-03-16,US,72172,749,590,2504,4114,12716,20158,195806,684,10116,2245,4264,7938,6944
2025-03-17,US,564388,5432,1850,2726,11634,38778,55196,1791836,3369,63634,4284,19824,29208,14504
2025-03-18,US,608248,5076,1860,1942,12276,48710,64472,1614558,4907,59185,3262,20016,31254,25311
2025-03-19,US,695369,6150,2312,1902,13124,49970,73338,1775136,1877,67138,2102,42933,28034,28688
2025-03-20,US,673724,3184,3966,1788,10156,43912,70748,925178,1914,67967,1090,24346,32969,24673
2025-03-21,US,598501,4890,1830,1664,9690,41918,53686,1344766,2471,53970,948,17048,29698,17448
2025-03-22,US,111224,2018,804,2634,3876,14458,21934,497086,475,21439,2247,4649,8683,5321
2025-03-23,US,87539,1996,590,2432,3940,13346,19210,490684,1292,12150,3706,3407,7899,13995
2025-03-24,US,690539,6580,1850,2336,11594,49840,71710,1886110,3070,70938,2481,19923,43041,17722
2025-03-25,US,684569,6302,1860,2426,12656,45806,69140,1792684,5392,60977,2296,27800,30959,25293
2025-03-26,US,628065,5608,2312,2379,10404,48148,89104,1601364,2647,45286,2836,27248,40384,24658
2025-03-27,US,580662,4590,3966,2331,10940,45866,71858,1316120,2466,62926,1547,25897,32384,20430
2025-03-28,US,547677,2101,1830,906,11026,42016,62568,576981,4142,55048,1445,13341,31962,17058
2025-03-29,US,117609,1910,804,2122,3788,15420,22936,476344,2272,16623,1908,11715,9140,11975
2025-03-30,US,64156,1626,590,2052,4346,17152,23438,447972,734,10834,1546,5945,4852,7285
2025-03-31,US,620127,4864,1850,2066,13196,56146,59900,1586662,2358,77276,1786,19031,30383,17037
2025-04-01,US,672586,5528,2256,2740,13708,47634,65302,1571074,5163,61920,1840,19658,38190,28656
2025-04-02,US,660375,5086,2730,2360,11356,46560,78658,1523044,6424,61063,2137,28672,32403,22547
2025-04-03,US,633383,5626,2534,2442,9300,47820,91628,1594070,4206,56860,2063,21005,30461,21688
2025-04-04,US,527225,5244,1942,2089,8294,38974,60514,1537830,651,71840,3076,16051,21414,21399
2025-04-05,US,123385,2824,542,2564,4546,15604,23980,705508,904,22221,4208,6719,15389,19358
2025-04-06,US,74997,2314,496,3134,3598,12068,24706,557788,252,14003,3441,2911,9419,10314
2025-04-07,US,586827,6664,2278,2766,10356,44900,64798,1802002,7323,57264,3513,19941,32058,22505
2025-04-08,US,659105,2509,2256,2874,10054,53836,71320,762655,5295,59833,2388,21031,39734,34598
2025-04-09,US,659099,4372,2730,2873,9540,52734,77652,1203422,2233,64533,2934,19100,26145,22815
2023-11-20,US,654988,12285,1386,0,17664,40834,44966,2075898,3166,55165,0,23138,19024,23419
2023-11-21,US,710029,13530,1432,0,17406,42942,42188,2423086,6464,82344,0,36678,24083,23847
2023-11-22,US,620758,15060,1518,0,13756,39286,36342,2504392,11817,87562,0,22459,25072,15246
2023-11-23,US,112348,10469,1192,0,5280,21536,18842,1294593,3178,28951,0,6008,8024,7037
2023-11-24,US,365297,20554,1322,592,12164,32274,23474,2600172,3008,84979,222,17215,13709,7512
2023-11-25,US,194506,19062,654,1439,6954,25994,22824,2536828,4904,55318,461,11850,8975,12856
2023-11-26,US,127996,22474,470,1164,6770,26440,31124,2704760,6921,40815,118,6300,10404,9780
2023-11-27,US,766136,25690,1386,2275,21188,66820,84632,3581914,5974,121820,259,28564,25271,22209
2023-11-28,US,709839,17164,1432,1818,17258,85662,82350,2930348,7623,97381,635,37587,31409,24201
2023-11-29,US,633437,13960,1518,533,18638,85660,77918,1790846,4978,61720,239,25841,32669,20353
2023-11-30,US,594548,9794,1746,1234,21826,74844,64378,2147892,3705,63947,624,27661,23562,17125
2023-12-01,US,456604,6750,1266,292,16380,53920,49606,1435150,4263,58986,504,14928,19127,14724
2023-12-02,US,115503,4955,382,0,8860,26692,25478,688621,3505,29529,0,5966,9356,8412
2023-12-03,US,69490,4592,476,0,7180,23834,24944,741912,986,12642,0,3761,7336,6983
2023-12-04,US,483309,4677,1410,0,21666,57136,42256,1021859,2612,68372,0,20467,15595,14660
2023-12-05,US,528756,1952,1480,816,19782,54952,49512,527628,1154,55771,315,30686,22473,14925
2023-12-06,US,541832,3178,1394,1014,18702,56734,42792,876832,2852,57610,429,20864,20426,12897
2023-12-07,US,504357,3526,2682,0,19144,50912,39318,858067,2288,63751,0,24994,23417,12482
2023-12-08,US,380229,6542,1266,258,14840,37348,27548,1408158,3591,45098,194,18095,21550,9923
2023-12-09,US,97148,3638,382,196,5002,20828,16414,681289,3815,17915,105,5790,11422,9294
2023-12-10,US,69615,4718,476,531,4682,20382,16750,818209,807,13330,135,4517,6047,7593
2023-12-11,US,402264,5078,1410,0,15240,35722,32786,1159489,2799,54235,0,15063,11843,14713
2023-12-12,US,413304,6252,1480,820,14200,37890,31696,1358490,4688,47561,494,20318,19729,10417
2023-12-13,US,384945,6344,1394,0,13836,34668,32806,1289386,3371,43314,0,16303,20528,20328
2023-12-14,US,373618,4404,2682,0,12694,34728,31026,881966,2320,50142,0,22711,16513,13540
2023-12-15,US,283143,4061,1266,196,10252,32088,26628,807647,3234,38475,374,11282,13085,9030
2023-12-16,US,60223,2523,382,586,4298,24202,16206,450291,1826,10749,427,3908,5069,4874
2023-12-17,US,38608,2330,476,0,3328,18762,15784,418458,974,7623,0,2980,5147,3513
2023-12-18,US,267073,4463,1410,0,12198,32744,24828,920550,1204,46992,0,17930,10719,8420
2023-12-19,US,256341,6384,1480,0,10918,36664,26606,1269834,7043,35375,0,18353,12186,8280
2023-12-20,US,272056,5698,1394,0,9886,34002,20228,1076638,5189,34587,0,18993,18841,10235
2023-12-21,US,248044,5294,2682,0,10708,31112,14352,1013550,3238,46337,0,15896,12109,5657
2023-12-22,US,186389,2934,1266,0,7072,21388,12174,578405,951,32682,0,13693,9979,10294
2023-12-23,US,46715,2506,382,0,3144,13732,9424,426463,1401,5382,0,5841,4570,5256
2023-12-24,US,28442,2318,898,0,1738,10938,6936,363441,1107,5506,0,1932,3873,3919
2023-12-25,US,19329,2399,164,0,2826,8682,7654,382774,1507,650,0,2157,3083,2017
